Date,Price,Open,High,Low,Vol.,Change %
06-08-2022,"34,946.15","35,165.65","35,449.90","34,831.75",124.57M,-0.14%
06-07-2022,"34,996.00","35,080.80","35,154.30","34,834.40",91.65M,-0.89%
06-06-2022,"35,310.20","35,159.15","35,424.50","35,072.30",100.77M,0.10%
06-03-2022,"35,275.05","35,929.55","35,958.45","35,175.10",104.82M,-0.95%
06-02-2022,"35,613.65","35,470.95","35,676.20","35,385.00",140.71M,-0.02%
06-01-2022,"35,620.80","35,358.95","35,768.70","35,285.45",100.78M,0.38%
05/31/2022,"35,487.40","35,615.30","35,881.95","35,288.95",149.26M,-0.95%
05/30/2022,"35,826.95","35,958.80","36,083.70","35,748.45",126.99M,0.60%
05/27/2022,"35,613.30","35,326.60","35,694.85","35,291.95",132.56M,1.48%
05/26/2022,"35,094.90","34,670.60","35,222.05","34,424.75",191.47M,2.20%
05/25/2022,"34,339.50","34,491.80","34,722.60","34,285.80",153.59M,0.14%
05/24/2022,"34,290.15","34,223.20","34,586.45","34,115.80",163.68M,0.12%
05/23/2022,"34,247.60","34,321.40","34,819.95","34,117.35",155.98M,-0.08%
05/20/2022,"34,276.40","33,765.15","34,358.05","33,658.05",129.37M,2.88%
05/19/2022,"33,315.65","33,461.00","33,633.95","33,180.60",150.36M,-2.48%
05/18/2022,"34,163.70","34,448.20","34,655.80","34,134.70",146.78M,-0.40%
05/17/2022,"34,301.90","33,796.20","34,366.05","33,680.60",161.50M,2.10%
05/16/2022,"33,597.60","33,256.00","33,821.65","33,001.75",195.14M,1.44%
05/13/2022,"33,121.35","33,925.95","34,002.20","33,007.90",272.71M,-1.23%
05-12-2022,"33,532.15","34,289.10","34,341.20","33,297.65",382.11M,-3.35%
05-11-2022,"34,693.15","34,686.30","34,793.20","34,143.20",179.51M,0.61%
05-10-2022,"34,482.65","34,181.20","34,781.80","34,176.80",137.96M,0.60%
05-09-2022,"34,275.40","34,091.75","34,554.35","33,927.20",179.92M,-0.91%
05-06-2022,"34,591.20","34,569.10","34,797.95","34,353.20",199.21M,-1.82%
05-05-2022,"35,232.85","35,705.35","35,934.85","35,133.80",167.32M,-0.09%
05-04-2022,"35,264.55","36,266.15","36,309.30","35,127.85",214.56M,-2.49%
05-02-2022,"36,163.75","35,627.60","36,235.25","35,618.20",170.19M,0.21%
04/29/2022,"36,088.15","36,474.05","36,718.80","35,978.95",172.74M,-0.92%
04/28/2022,"36,422.20","36,189.95","36,501.10","35,951.10",137.27M,1.09%
04/27/2022,"36,028.85","36,067.55","36,175.90","35,747.15",134.24M,-1.03%
04/26/2022,"36,404.80","36,515.35","36,604.55","36,265.90",143.38M,0.89%
04/25/2022,"36,082.35","35,792.35","36,270.15","35,511.40",183.09M,0.10%
04/22/2022,"36,044.75","36,514.15","36,578.95","35,991.50",140.13M,-2.10%
04/21/2022,"36,816.10","36,513.10","36,913.35","36,395.70",132.69M,1.38%
04/20/2022,"36,314.90","36,482.60","36,513.85","36,114.05",153.38M,-0.07%
04/19/2022,"36,341.60","36,806.80","37,123.55","35,926.30",216.34M,-1.05%
04/18/2022,"36,729.00","36,833.15","36,965.85","36,441.35",182.94M,-1.96%
04/13/2022,"37,463.40","37,887.30","37,988.60","37,408.20",143.26M,-0.75%
04-12-2022,"37,747.40","37,407.40","37,920.60","37,264.45",171.03M,0.36%
04-11-2022,"37,613.80","37,591.75","37,941.75","37,524.45",132.10M,-0.37%
04-08-2022,"37,752.05","37,619.70","37,884.20","37,405.20",202.24M,0.52%
04-07-2022,"37,557.35","37,421.75","37,975.90","37,346.80",245.02M,-0.20%
04-06-2022,"37,632.80","37,711.30","37,868.50","37,513.85",198.85M,-1.14%
04-05-2022,"38,067.90","38,731.30","38,759.25","37,935.95",220.56M,-1.47%
04-04-2022,"38,635.20","37,824.95","38,765.85","37,665.55",309.17M,4.00%
04-01-2022,"37,148.50","36,298.35","37,209.80","36,242.35",245.69M,2.13%
03/31/2022,"36,373.60","36,457.20","36,590.85","36,278.15",188.14M,0.11%
03/30/2022,"36,334.30","36,241.55","36,421.10","36,070.55",325.64M,1.36%
03/29/2022,"35,847.40","35,931.75","35,977.20","35,506.55",177.14M,0.38%
03/28/2022,"35,710.50","35,488.70","35,770.80","35,016.30",197.02M,0.85%
03/25/2022,"35,410.10","35,700.40","35,717.40","35,203.85",157.00M,-0.33%
03/24/2022,"35,527.10","35,633.70","35,957.70","35,421.70",205.18M,-1.72%
03/23/2022,"36,147.35","36,627.70","36,827.60","36,064.75",197.90M,-0.55%
03/22/2022,"36,348.55","35,975.60","36,468.80","35,384.75",202.89M,0.92%
03/21/2022,"36,018.50","36,545.85","36,600.20","35,900.20",128.66M,-1.13%
03/17/2022,"36,428.55","36,302.00","36,611.95","36,261.65",181.95M,1.90%
03/16/2022,"35,748.25","35,555.75","35,806.35","35,461.55",173.80M,2.07%
03/15/2022,"35,022.65","35,467.95","35,643.80","34,706.05",224.19M,-0.82%
03/14/2022,"35,312.15","34,660.25","35,435.10","34,625.05",193.30M,2.22%
03-11-2022,"34,546.25","34,331.00","34,880.05","34,094.30",169.53M,0.20%
03-10-2022,"34,475.60","35,153.95","35,374.15","34,218.05",273.95M,1.95%
03-09-2022,"33,815.45","33,278.90","33,969.50","32,948.90",258.46M,1.98%
03-08-2022,"33,158.10","32,531.90","33,263.55","32,155.35",276.83M,0.87%
03-07-2022,"32,871.25","33,278.15","33,543.30","32,376.50",248.86M,-4.47%
03-04-2022,"34,407.80","34,526.10","35,097.75","34,094.10",194.47M,-1.54%
03-03-2022,"34,944.30","35,621.15","35,804.15","34,721.15",172.53M,-1.21%
03-02-2022,"35,372.80","35,381.90","35,553.70","34,897.45",211.29M,-2.30%
02/28/2022,"36,205.30","35,938.95","36,270.25","35,611.90",238.28M,-0.62%
02/25/2022,"36,430.75","35,901.70","36,684.65","35,768.20",372.80M,3.41%
02/24/2022,"35,228.10","36,085.20","36,709.15","34,991.35",427.76M,-5.79%
02/23/2022,"37,392.05","37,628.55","37,774.60","37,318.00",137.35M,0.05%
02/22/2022,"37,371.65","36,833.00","37,659.40","36,818.10",159.40M,-0.83%
02/21/2022,"37,685.60","37,400.00","38,054.40","37,156.80",143.33M,0.23%
02/18/2022,"37,599.15","37,344.45","37,817.55","37,304.45",113.46M,0.18%
02/17/2022,"37,531.65","38,042.10","38,124.50","37,425.60",136.32M,-1.11%
02/16/2022,"37,953.80","38,296.50","38,461.70","37,762.80",170.09M,-0.57%
02/15/2022,"38,170.10","36,989.80","38,231.60","36,651.85",192.99M,3.42%
02/14/2022,"36,908.55","37,664.00","37,796.55","36,828.05",213.83M,-4.18%
02-11-2022,"38,517.25","38,567.65","38,790.25","38,396.40",154.96M,-1.27%
02-10-2022,"39,010.95","38,801.45","39,197.20","38,520.00",147.80M,1.04%
02-09-2022,"38,610.25","38,283.60","38,648.15","38,192.00",124.86M,1.53%
02-08-2022,"38,028.45","38,176.10","38,222.10","37,319.05",200.19M,0.09%
02-07-2022,"37,995.45","38,592.05","38,837.55","37,802.70",241.90M,-2.05%
02-04-2022,"38,789.35","39,128.00","39,278.60","38,562.60",163.10M,-0.57%
02-03-2022,"39,010.00","39,255.70","39,424.85","38,861.15",193.76M,-0.81%
02-02-2022,"39,330.50","38,841.55","39,386.60","38,752.65",252.64M,2.14%
02-01-2022,"38,505.50","38,460.45","38,802.70","37,690.60",234.11M,1.40%
01/31/2022,"37,975.35","38,091.80","38,217.25","37,647.85",217.79M,0.76%
01/28/2022,"37,689.40","38,246.60","38,421.70","37,581.50",294.27M,-0.77%
01/27/2022,"37,982.10","37,058.20","38,147.65","37,012.25",346.32M,0.73%
01/25/2022,"37,706.75","36,598.05","37,788.80","36,415.60",267.53M,2.05%
01/24/2022,"36,947.55","37,601.95","37,694.70","36,375.35",231.03M,-1.67%
01/21/2022,"37,574.30","37,522.35","37,741.00","37,224.25",157.81M,-0.73%
01/20/2022,"37,850.85","38,106.10","38,167.95","37,591.85",149.62M,-0.50%
01/19/2022,"38,041.35","38,145.75","38,330.50","37,769.25",165.34M,-0.44%
01/18/2022,"38,210.30","38,337.40","38,855.55","38,095.40",168.77M,-0.02%
01/17/2022,"38,216.15","38,212.55","38,617.50","38,138.25",140.30M,-0.40%
01/14/2022,"38,370.40","38,302.35","38,448.05","38,007.75",148.65M,-0.26%
01/13/2022,"38,469.95","38,717.55","38,717.55","38,376.15",159.21M,-0.67%
01-12-2022,"38,727.55","38,719.60","38,851.45","38,604.60",156.05M,0.74%
01-11-2022,"38,442.20","38,370.00","38,504.60","38,031.75",159.54M,0.25%
01-10-2022,"38,347.90","37,930.55","38,400.35","37,929.35",206.47M,1.61%
01-07-2022,"37,739.60","37,667.05","38,134.85","37,427.80",183.34M,0.67%
01-06-2022,"37,490.25","37,242.55","37,752.50","37,058.45",199.04M,-0.55%
01-05-2022,"37,695.90","36,943.55","37,862.40","36,756.35",237.38M,2.32%
01-04-2022,"36,840.15","36,551.25","36,887.80","36,374.40",190.54M,1.15%
01-03-2022,"36,421.90","35,585.20","36,492.10","35,526.60",219.02M,2.65%
12/31/2021,"35,481.70","35,114.40","35,596.95","35,113.75",210.32M,1.19%
12/30/2021,"35,063.60","34,977.65","35,179.05","34,751.25",328.00M,0.05%
12/29/2021,"35,045.40","35,168.85","35,378.30","34,890.80",122.52M,-0.39%
12/28/2021,"35,183.80","35,308.30","35,352.40","35,037.90",181.62M,0.36%
12/27/2021,"35,057.90","34,573.65","35,143.70","34,233.00",335.14M,0.58%
12/24/2021,"34,857.05","35,282.20","35,327.95","34,583.40",132.46M,-0.95%
12/23/2021,"35,191.15","35,350.50","35,477.30","35,046.25",114.20M,0.46%
12/22/2021,"35,029.50","34,865.25","35,112.10","34,687.60",128.59M,1.22%
12/21/2021,"34,607.85","34,863.35","35,050.00","34,389.95",159.62M,0.49%
12/20/2021,"34,439.85","35,124.35","35,231.10","34,018.45",200.12M,-3.31%
12/17/2021,"35,618.65","36,491.80","36,550.75","35,535.05",152.08M,-2.54%
12/16/2021,"36,548.65","37,092.95","37,159.30","36,385.75",112.69M,-0.65%
12/15/2021,"36,789.55","36,929.50","37,083.50","36,743.20",105.80M,-0.28%
12/14/2021,"36,893.95","36,778.95","37,039.05","36,545.40",132.16M,-0.08%
12/13/2021,"36,925.25","37,358.20","37,581.05","36,861.90",157.27M,-0.49%
12-10-2021,"37,105.65","37,083.15","37,153.25","36,824.40",170.85M,0.06%
12-09-2021,"37,082.45","37,331.75","37,397.55","36,884.45",123.18M,-0.54%
12-08-2021,"37,284.70","37,052.75","37,384.80","36,905.15",164.97M,1.82%
12-07-2021,"36,618.40","36,086.95","36,820.70","36,013.95",146.69M,2.47%
12-06-2021,"35,735.90","36,252.75","36,344.55","35,696.75",136.03M,-1.27%
12-03-2021,"36,197.15","36,497.30","36,844.00","36,062.85",138.91M,-0.85%
12-02-2021,"36,508.25","36,281.85","36,563.50","36,166.70",131.73M,0.39%
12-01-2021,"36,364.90","35,902.90","36,445.35","35,805.00",173.85M,1.88%
11/30/2021,"35,695.30","35,958.80","36,774.20","35,526.35",227.28M,-0.78%
11/29/2021,"35,976.45","36,224.45","36,347.85","35,327.90",187.22M,-0.14%
11/26/2021,"36,025.50","36,830.90","36,868.90","35,904.10",211.36M,-3.58%
11/25/2021,"37,364.75","37,362.05","37,507.95","37,118.40",140.76M,-0.21%
11/24/2021,"37,441.95","37,384.75","37,891.90","37,238.05",157.62M,0.45%
11/23/2021,"37,272.80","36,787.00","37,448.75","36,647.55",188.69M,0.39%
11/22/2021,"37,128.80","38,232.15","38,241.00","36,655.40",209.49M,-2.23%
11/18/2021,"37,976.25","38,071.90","38,233.95","37,748.45",238.70M,-0.17%
11/17/2021,"38,041.55","38,113.40","38,456.30","37,981.20",139.26M,-0.69%
11/16/2021,"38,307.10","38,710.90","38,724.70","38,211.10",129.07M,-1.02%
11/15/2021,"38,702.35","38,849.45","39,117.15","38,606.60",112.34M,-0.08%
11-12-2021,"38,733.35","38,707.15","38,822.85","38,467.80",136.01M,0.45%
11-11-2021,"38,560.20","38,913.05","38,929.95","38,346.05",146.05M,-1.19%
11-10-2021,"39,023.25","39,206.20","39,220.30","38,873.80",167.94M,-0.88%
11-09-2021,"39,368.80","39,517.85","39,560.60","39,223.40",203.52M,-0.18%
11-08-2021,"39,438.25","39,674.05","39,674.05","38,932.15",212.86M,-0.34%
11-04-2021,"39,573.70","39,669.10","39,734.70","39,514.15",38.77M,0.44%
11-03-2021,"39,402.05","40,040.65","40,160.20","39,304.85",267.47M,-1.34%
11-02-2021,"39,938.45","39,796.90","40,107.60","39,590.70",265.00M,0.44%
11-01-2021,"39,763.75","39,432.15","39,862.60","39,120.65",203.23M,1.66%
10/29/2021,"39,115.60","39,424.55","39,775.25","38,426.65",341.30M,-1.00%
10/28/2021,"39,508.95","40,915.15","40,931.05","39,350.20",512.72M,-3.34%
10/27/2021,"40,874.35","41,234.55","41,347.00","40,750.00",322.83M,-0.88%
10/26/2021,"41,238.30","41,057.75","41,367.25","40,829.15",437.11M,0.11%
10/25/2021,"41,192.40","40,961.25","41,829.60","40,508.10",476.83M,2.15%
10/22/2021,"40,323.65","40,192.65","40,587.35","40,149.55",370.52M,0.73%
10/21/2021,"40,030.20","39,676.55","40,200.45","39,428.10",271.27M,1.30%
10/20/2021,"39,518.20","39,545.45","39,774.55","39,292.80",236.90M,-0.06%
10/19/2021,"39,540.50","39,927.30","40,011.15","39,394.25",274.86M,-0.36%
10/18/2021,"39,684.80","39,794.25","39,947.60","39,569.55",580.03M,0.87%
10/14/2021,"39,340.90","38,684.65","39,375.05","38,673.00",249.64M,1.83%
10/13/2021,"38,635.75","38,735.30","38,779.05","38,502.70",205.86M,0.30%
10-12-2021,"38,521.50","38,178.35","38,609.60","38,144.60",201.28M,0.59%
10-11-2021,"38,293.80","37,782.75","38,495.30","37,744.65",136.09M,1.37%
10-08-2021,"37,775.25","37,906.40","38,105.20","37,674.35",168.18M,0.06%
10-07-2021,"37,753.20","37,894.00","37,923.65","37,650.25",136.42M,0.62%
10-06-2021,"37,521.55","37,768.80","38,106.85","37,452.00",204.21M,-0.58%
10-05-2021,"37,741.00","37,499.80","37,786.60","37,364.75",153.10M,0.43%
10-04-2021,"37,579.65","37,392.15","37,670.70","37,355.60",146.44M,0.95%
10-01-2021,"37,225.90","37,140.40","37,299.40","36,876.35",189.21M,-0.53%
09/30/2021,"37,425.10","37,677.80","37,884.85","37,354.25",235.08M,-0.84%
09/29/2021,"37,743.00","37,601.10","37,923.45","37,371.05",260.52M,-0.53%
09/28/2021,"37,945.00","38,360.00","38,377.25","37,315.20",200.99M,-0.59%
09/27/2021,"38,171.25","38,054.75","38,355.20","37,968.20",112.96M,0.90%
09/24/2021,"37,830.30","37,954.00","38,112.60","37,680.00",138.42M,0.16%
09/23/2021,"37,771.70","37,241.25","37,830.75","37,216.15",139.14M,2.24%
09/22/2021,"36,944.65","37,277.10","37,328.60","36,885.60",106.37M,-0.78%
09/21/2021,"37,235.85","37,238.40","37,340.70","36,525.95",153.95M,0.24%
09/20/2021,"37,145.70","37,388.20","37,802.75","37,068.45",152.04M,-1.76%
09/17/2021,"37,811.95","37,929.50","38,112.75","37,396.05",335.07M,0.38%
09/16/2021,"37,668.60","36,946.00","37,720.15","36,907.75",423.08M,2.22%
09/15/2021,"36,852.25","36,543.55","36,949.70","36,496.05",177.85M,0.65%
09/14/2021,"36,613.05","36,639.95","36,756.00","36,529.65",109.34M,0.39%
09/13/2021,"36,471.80","36,608.45","36,724.85","36,327.05",82.21M,-0.58%
09-09-2021,"36,683.20","36,725.50","36,857.20","36,566.70",83.64M,-0.23%
09-08-2021,"36,768.20","36,519.70","36,855.90","36,393.60",175.84M,0.82%
09-07-2021,"36,468.80","36,558.85","36,685.85","36,151.95",124.50M,-0.34%
09-06-2021,"36,592.35","36,878.25","36,923.65","36,554.45",88.61M,-0.46%
09-03-2021,"36,761.15","36,883.65","37,140.00","36,563.20",155.57M,-0.19%
09-02-2021,"36,831.30","36,588.40","36,895.55","36,469.00",118.88M,0.70%
09-01-2021,"36,574.30","36,591.45","36,997.70","36,487.15",181.52M,0.41%
08/31/2021,"36,424.60","36,367.40","36,552.80","36,216.20",210.32M,0.21%
08/30/2021,"36,347.65","35,781.05","36,398.45","35,721.90",150.36M,2.02%
08/27/2021,"35,627.80","35,559.75","35,727.90","35,359.25",120.86M,0.03%
08/26/2021,"35,617.55","35,485.95","35,785.80","35,411.80",136.43M,0.09%
08/25/2021,"35,586.25","35,768.85","35,910.30","35,499.65",144.30M,-0.35%
08/24/2021,"35,712.10","35,200.75","35,795.30","35,070.00",173.61M,1.67%
08/23/2021,"35,124.40","35,424.20","35,427.40","34,817.50",174.16M,0.26%
08/20/2021,"35,033.85","35,146.50","35,306.50","34,926.50",181.20M,-1.46%
08/18/2021,"35,554.50","36,222.50","36,248.90","35,432.00",140.48M,-0.87%
08/17/2021,"35,867.45","35,935.05","35,993.70","35,611.85",118.33M,-0.63%
08/16/2021,"36,094.50","36,100.65","36,261.55","36,032.40",87.30M,-0.21%
08/13/2021,"36,169.35","36,000.75","36,233.30","35,937.10",125.85M,0.65%
08-12-2021,"35,937.05","35,825.40","35,998.15","35,702.90",122.33M,0.36%
08-11-2021,"35,806.40","36,218.25","36,227.55","35,531.35",200.20M,-0.63%
08-10-2021,"36,034.10","35,954.55","36,317.00","35,890.50",201.19M,0.01%
08-09-2021,"36,028.95","35,824.20","36,159.85","35,612.30",166.87M,0.61%
08-06-2021,"35,809.25","35,875.80","36,080.10","35,700.45",230.46M,-0.07%
08-05-2021,"35,834.75","36,093.95","36,115.45","35,661.30",312.00M,-0.54%
08-04-2021,"36,028.05","35,388.15","36,219.80","35,313.00",363.14M,2.33%
08-03-2021,"35,207.45","34,660.75","35,238.45","34,649.20",254.95M,1.43%
08-02-2021,"34,710.00","34,760.90","34,861.75","34,588.25",241.61M,0.36%
07/30/2021,"34,584.35","34,698.75","34,738.75","34,445.40",174.18M,-0.31%
07/29/2021,"34,691.50","34,740.30","34,778.15","34,495.20",196.00M,0.46%
07/28/2021,"34,532.90","34,839.45","34,841.55","34,115.20",174.75M,-0.76%
07/27/2021,"34,797.45","35,029.30","35,186.10","34,713.55",173.04M,-0.44%
07/26/2021,"34,949.70","34,947.85","35,138.20","34,669.55",179.13M,-0.24%
07/23/2021,"35,034.40","34,748.35","35,088.00","34,404.75",200.26M,1.03%
07/22/2021,"34,677.30","34,774.55","34,989.10","34,557.85",164.04M,0.76%
07/20/2021,"34,415.45","34,791.15","34,894.15","34,357.35",159.71M,-1.89%
07/19/2021,"35,079.20","35,070.50","35,347.05","34,899.20",130.90M,-1.88%
07/16/2021,"35,751.80","35,977.95","35,977.95","35,674.75",124.90M,-0.43%
07/15/2021,"35,907.65","35,757.45","35,985.25","35,625.70",116.40M,0.67%
07/14/2021,"35,668.25","35,585.85","35,804.05","35,434.75",103.10M,-0.01%
07/13/2021,"35,673.40","35,480.05","35,727.85","35,340.70",134.15M,1.35%
07-12-2021,"35,198.90","35,285.05","35,394.30","35,060.35",183.09M,0.36%
07-09-2021,"35,071.95","35,163.75","35,225.20","34,859.90",145.26M,-0.57%
07-08-2021,"35,274.10","35,603.25","35,811.00","35,134.65",169.18M,-1.39%
07-07-2021,"35,771.30","35,550.60","35,795.75","35,427.65",151.48M,0.54%
07-06-2021,"35,579.15","35,173.60","35,807.45","35,165.55",179.45M,1.04%
07-05-2021,"35,212.00","35,010.95","35,234.30","34,926.40",164.35M,1.16%
07-02-2021,"34,809.90","34,728.10","34,894.45","34,632.60",165.62M,0.36%
07-01-2021,"34,684.00","34,866.00","34,917.65","34,650.95",164.00M,-0.25%
06/30/2021,"34,772.20","35,001.90","35,214.90","34,730.45",249.54M,-0.68%
06/29/2021,"35,010.30","35,320.45","35,337.45","34,913.70",266.28M,-0.99%
06/28/2021,"35,359.45","35,488.20","35,576.95","35,236.45",320.20M,-0.01%
06/25/2021,"35,364.65","34,916.65","35,491.95","34,915.85",236.85M,1.54%
06/24/2021,"34,827.00","34,687.70","34,935.30","34,592.35",210.38M,0.73%
06/23/2021,"34,574.00","34,911.85","34,937.65","34,525.45",315.41M,-0.49%
06/22/2021,"34,745.00","35,084.90","35,281.90","34,664.35",264.37M,-0.36%
06/21/2021,"34,871.30","34,109.45","34,927.65","33,937.50",260.36M,0.91%
06/18/2021,"34,558.00","34,735.15","34,787.40","33,908.95",274.82M,-0.14%
06/17/2021,"34,605.40","34,619.80","34,882.40","34,458.10",199.24M,-1.14%
06/16/2021,"35,003.50","35,196.25","35,380.00","34,916.20",157.93M,-0.69%
06/15/2021,"35,247.75","35,038.05","35,317.40","34,917.90",170.04M,0.85%
06/14/2021,"34,950.60","34,936.55","34,995.15","34,374.35",311.60M,-0.28%
06-11-2021,"35,047.40","35,324.65","35,344.00","34,891.30",192.13M,-0.24%
06-10-2021,"35,131.20","34,903.60","35,165.65","34,734.40",324.66M,0.95%
06-09-2021,"34,800.50","35,114.25","35,402.45","34,641.20",315.89M,-0.81%
06-08-2021,"35,085.30","35,433.80","35,449.50","34,962.65",214.83M,-1.01%
06-07-2021,"35,443.65","35,460.80","35,545.85","35,338.55",253.22M,0.43%
06-04-2021,"35,291.65","35,657.85","35,810.90","35,176.15",282.78M,-1.00%
06-03-2021,"35,649.00","35,536.45","35,723.70","35,413.00",421.77M,0.78%
06-02-2021,"35,373.75","35,271.60","35,415.85","35,070.30",591.36M,0.10%
06-01-2021,"35,337.20","35,639.75","35,713.90","35,241.20",323.92M,-0.53%
05/31/2021,"35,526.65","35,097.45","35,584.30","34,930.10",379.88M,1.10%
05/28/2021,"35,141.45","35,345.65","35,436.65","34,977.20",642.61M,0.13%
05/27/2021,"35,095.05","34,664.20","35,220.80","34,529.70",830.84M,1.18%
05/26/2021,"34,684.20","34,757.15","34,897.95","34,462.50",375.09M,0.06%
05/25/2021,"34,662.00","35,095.00","35,125.85","34,410.40",404.48M,-0.81%
05/24/2021,"34,943.60","34,869.30","35,216.10","34,528.30",747.17M,0.97%
05/21/2021,"34,606.90","33,559.80","34,694.45","33,559.75",670.63M,3.82%
05/20/2021,"33,334.55","33,692.55","33,833.70","33,273.95",554.73M,-1.04%
05/19/2021,"33,685.20","33,717.10","33,959.30","33,608.25",363.82M,-0.70%
05/18/2021,"33,922.40","33,893.10","34,142.85","33,730.45",437.18M,1.38%
05/17/2021,"33,459.25","32,437.85","33,506.90","32,318.70",503.78M,4.01%
05/14/2021,"32,169.55","32,495.15","32,622.65","32,115.50",430.34M,-0.87%
05-12-2021,"32,452.30","32,717.65","32,747.70","32,352.30",657.84M,-1.28%
05-11-2021,"32,872.20","32,640.95","33,154.30","32,611.70",465.15M,-0.82%
05-10-2021,"33,142.40","33,175.30","33,297.60","33,028.15",416.22M,0.72%
05-07-2021,"32,904.50","33,041.65","33,259.15","32,771.35",285.95M,0.23%
05-06-2021,"32,827.80","32,900.75","32,956.35","32,564.00",303.92M,0.13%
05-05-2021,"32,783.70","32,577.10","32,862.15","32,068.55",405.53M,1.59%
05-04-2021,"32,270.35","32,610.40","33,011.55","32,191.40",786.85M,-0.60%
05-03-2021,"32,465.75","32,368.55","32,566.60","31,906.55",351.01M,-0.96%
04/30/2021,"32,781.80","33,112.40","33,455.25","32,663.40",400.63M,-2.77%
04/29/2021,"33,714.50","33,901.60","34,287.00","33,304.60",429.54M,-0.02%
04/28/2021,"33,722.80","32,865.50","33,777.70","32,840.30",399.92M,3.02%
04/27/2021,"32,735.35","32,228.95","32,807.10","32,152.95",342.32M,1.43%
04/26/2021,"32,275.15","32,316.65","32,603.70","32,144.80",344.63M,1.74%
04/23/2021,"31,722.30","31,490.60","32,148.40","31,377.15",377.14M,-0.19%
04/22/2021,"31,782.60","30,763.50","31,834.50","30,555.25",368.43M,2.15%
04/20/2021,"31,112.70","31,568.95","31,731.65","30,891.00",337.22M,-0.31%
04/19/2021,"31,208.40","30,993.45","31,304.30","30,405.65",419.36M,-2.40%
04/16/2021,"31,977.45","32,161.45","32,325.15","31,911.90",317.53M,-0.42%
