A,B,C,D,E,F,G
6.33857679,1.908475463,4.594424484,-9.42438605,8.655537877,6.142763525,-6.886260134
7.015945526,1.054547895,4.72594976,-10.75006141,11.73121346,7.944780678,-5.740642017
-3.038664587,8.452444029,5.11923979,-0.651647372,-4.330617482,-6.349083498,-8.689450953
9.001207006,2.949945767,3.531006365,-9.215515956,9.565878377,7.103184249,-6.772060256
-3.287014311,7.903710283,6.39214928,2.908848077,-5.608072096,-6.158437529,-9.967379528
8.321607088,2.065504284,3.123656083,-8.111566443,8.776069563,8.184383589,-4.454676457
-5.181604203,-6.116377823,-3.17954657,1.685167386,-1.49281671,-4.176240385,0.663514671
-3.828444818,8.811305491,3.839840272,1.909645109,-5.642189056,-7.337411248,-8.881151138
-7.316902546,-5.398623315,-3.562304052,0.117831628,5.106141769,-6.10981995,-1.207397489
8.191328375,2.249705314,3.271606785,-10.54908967,9.65232473,7.345903795,-5.361336524
-5.863910021,-4.258686618,-3.556169294,-0.42113163,4.960739257,-6.955610385,-0.090783844
-5.242682007,-5.647639847,-4.841341017,1.156266646,-1.249585403,-5.184427427,0.214181737
-2.666944606,8.372619308,6.305230754,1.116999843,-6.844061117,-6.227803442,-10.46966287
7.244734515,1.385455021,4.902468507,-9.876460377,9.548671542,6.806487374,-5.558262694
-0.656919439,9.000788903,3.582167907,2.795714596,-8.100470841,-6.671245998,-10.79799788
-2.695122104,7.414891366,6.916965334,0.738657686,-7.911593475,-7.320368798,-7.550252032
-1.815718711,8.622273488,5.69981522,2.590175634,-6.196057868,-8.246065304,-7.626383771
-6.064305034,-6.515226645,-5.008923541,1.212298607,-1.925460052,-5.673275871,1.697947234
9.458844039,1.685755314,3.853235628,-9.935060005,8.753301185,5.919415767,-6.276922069
-8.090303859,-5.510294051,-6.263223538,0.489405792,-1.565960261,-1.935452004,0.405406666
-6.517390411,-4.126420676,-2.393644709,-0.966328432,5.928143926,-5.006447799,-0.981540761
7.228374792,1.633820328,3.945450134,-9.254344964,9.227017673,6.582740422,-7.462444186
-6.024642268,-3.550614403,-2.602886751,-3.869201764,6.127810361,-6.397854762,0.038414357
-7.046132678,-6.024882285,-4.292310924,-0.074041145,-1.809386891,-4.859107681,2.436079007
-6.577177826,-7.231357779,-5.358043715,-0.496313652,-2.240705936,-3.780597176,1.710892523
-6.176573603,-5.049931441,-4.002963492,2.574285331,-2.536910607,-4.326000744,1.697744971
-8.371504934,-4.859005135,-2.038132928,0.058080629,5.40317868,-6.748969217,0.363301394
-6.58994966,-4.228818546,-3.490302262,-0.941620554,4.847337868,-5.898543468,1.281626489
6.355509951,3.170103027,3.575500787,-9.079264969,10.05255273,7.777809551,-5.953471613
-6.364051157,-4.991005714,-0.717221717,0.643402934,6.251684787,-7.23824406,0.686097394
6.401469868,3.607979408,5.117389616,-7.644726027,9.453650378,6.936772437,-6.020409352
8.050393439,2.576443161,3.547028031,-9.491932991,9.945736863,5.520501478,-4.489678776
-7.689757353,-5.459109691,-1.572894509,-0.110162818,5.402422783,-6.90689426,0.464597295
-3.712398478,7.972241716,4.152675915,1.621248366,-7.649623257,-8.176226258,-9.294448584
5.84552066,-0.268992572,3.052954465,-11.15863593,9.734909339,6.130718759,-6.291454917
7.869921867,1.663757707,2.711288389,-9.789348886,9.162325579,7.697647256,-5.443827344
-9.107500117,-3.663518543,-4.121344181,-0.76017577,6.60817671,-6.475852538,1.500740494
-6.063143486,-3.564789727,-3.815045643,0.964786848,4.775884077,-6.274931981,0.991591049
7.580520361,0.698650664,3.725550087,-8.710762561,9.749859398,7.217497432,-5.370296076
-7.611689751,-5.815220284,-3.187316718,-1.989079437,6.255166934,-5.01545304,1.025372772
-2.848319902,9.384347243,4.516146156,2.430975294,-7.376559216,-7.062678568,-9.828285549
-6.496949545,-4.179518272,-3.957949564,0.08603094,5.404919068,-7.228099847,2.49070123
7.953081282,1.136973803,3.388814666,-11.60931243,9.568141754,6.487947878,-6.941602457
-7.370293215,-5.732682172,-4.655078869,0.750251721,-1.096798213,-1.807023728,2.550309154
-0.35188941,8.408571205,5.381974208,2.272462264,-5.577885902,-5.318598397,-8.806323608
-6.503536342,-4.207901065,-3.758529457,-0.395546744,4.850398259,-4.430066355,0.779193398
-1.889458838,7.102969237,4.732858083,1.504673571,-7.638392449,-5.529257263,-9.492006897
-1.790244312,10.01033381,3.883083748,0.551359017,-5.378293539,-7.202789432,-9.089160773
-7.49996268,-3.97387143,-2.423088106,0.177424429,7.010828347,-5.670243526,0.801795145
6.865124552,2.371663788,4.503551037,-9.080698291,10.49858994,5.223881644,-6.727670334
7.317188775,-0.138861869,5.39209736,-8.367594919,8.964846488,6.278082219,-5.825565262
-7.448752502,-5.17956293,-3.759052308,0.327036293,5.283433223,-6.748009082,1.902648453
-4.689809959,-6.557022364,-2.390478398,0.489902035,-1.023493405,-4.209725553,1.705214272
-8.347628723,-5.804579723,-3.388083942,-0.142451225,-1.213277537,-6.706847242,2.944033359
-5.539954536,-6.31469022,-2.581516579,1.636583211,0.073965785,-2.714598478,2.380688728
-2.539984125,8.452356014,3.21097423,3.162396145,-6.212382044,-6.908327472,-7.474001512
7.262673395,1.828959285,5.058248888,-9.165985317,8.269562529,6.577947453,-6.08838476
-5.23557567,-6.737646305,-3.415740533,0.987652079,-1.033280911,-4.654876607,1.208990082
6.474241954,3.393262995,1.759504612,-10.36704963,8.88863054,3.804909151,-7.149446917
-6.027887568,-4.403880161,-2.508587311,0.260690202,5.69710801,-5.969256747,-0.584040465
-3.313513383,9.909641559,4.008301107,2.226334922,-6.059283179,-6.913722158,-8.383586844
-3.869053764,9.760539694,5.285363017,4.136424407,-7.187405426,-6.660959266,-8.588944073
-7.49845306,-3.481892164,-4.496259567,-1.091933232,4.564061983,-7.013702471,-0.117729439
-5.497866471,-5.732398562,-2.854595263,-0.473058118,0.477337272,-5.919111703,2.946658916
-6.917072598,-5.13345878,-1.544626387,0.167203136,6.322836537,-5.962282581,1.222136283
8.122171123,2.944236836,5.084484993,-9.037054192,8.258910884,8.349824335,-3.94880696
8.087425824,1.631905768,3.695224164,-10.62976307,10.40156294,7.19731609,-4.927803189
-7.174644671,-7.792060065,-4.191007855,0.37604279,-3.571799155,-4.889271356,2.534410437
8.519673137,3.486501507,5.346195455,-9.095872775,9.688027085,5.432914998,-5.999036913
-6.387371624,-7.073481062,-2.226332949,-0.090316388,-2.458742991,-3.667484526,1.576610526
-6.958177169,-4.295379696,-3.463291703,-0.555504894,5.262983965,-6.696290582,1.75741151
-1.423215507,8.478322683,5.447936635,2.340456997,-5.041443514,-7.103575576,-9.187644553
-0.743743383,9.419267839,3.378994882,2.891031631,-4.757470994,-5.847644333,-10.35769772
-1.871591811,9.273055933,5.835410224,0.454199903,-6.375045377,-6.25357123,-10.07789004
-8.655501124,-4.793766276,-2.607857619,-2.229591351,5.083595566,-3.621879378,-0.844569597
7.401408642,3.566392898,4.546506724,-12.29587581,9.660839031,5.19883646,-6.719188711
-6.235401771,-7.148771303,-6.062287241,1.493433201,-2.863488609,-4.068230731,2.570060024
-6.94215171,-7.092102125,-4.78208038,1.188624453,-2.541598114,-4.440940057,1.331721727
-7.781877039,-3.886785783,-2.804436917,-1.493297139,6.206403913,-6.214260104,-1.18831769
-5.796520393,-7.996575788,-3.618903209,1.279101776,-1.650100846,-4.049161323,1.6241999
-2.550669401,7.915246904,6.436544038,1.119674204,-7.549064105,-7.858417543,-7.039847669
-1.799745806,8.578799758,5.152984634,1.713623006,-6.14081671,-6.264742109,-9.773766459
-8.226797163,-2.681973372,-4.168858626,-4.373645538,6.472905986,-5.095823386,0.69870171
-7.87715483,-6.079461248,-3.866324016,-0.438292634,0.207582292,-3.568503486,2.928899698
8.975161864,1.902028296,3.239427231,-10.30413603,9.524967644,7.402183988,-7.089044632
-8.085150209,-4.030490917,-3.822917113,-1.628885269,6.467409782,-6.440101174,1.20193769
-6.067599967,-3.623587036,-1.996335029,0.018000979,5.462787066,-5.676554432,0.536880919
-8.153608966,-3.079770142,-3.463191848,0.361094214,5.690172763,-8.004811033,1.014845932
-5.874839119,-6.855053549,-4.686191455,0.487353688,-2.973467745,-4.031994009,0.375238635
-7.009817954,-7.40386944,-4.10870089,0.390482008,-1.014952683,-4.951960486,2.983452768
8.547316538,2.971596733,4.685450512,-9.495567048,8.901166353,5.695695311,-5.390222083
-4.065093269,9.34516636,5.473407798,-0.020565959,-6.505570621,-5.652440601,-10.04796878
6.83436674,1.484321706,4.627896153,-9.509262312,9.110041013,6.831865744,-6.744744828
-8.227437676,-4.693099761,-2.780247852,-1.38326369,8.305353416,-5.494249015,2.285711507
-8.551169302,-5.243350316,-2.960377446,-2.532571894,5.321932531,-6.954629701,0.051347899
6.830604641,0.01208358,2.837500472,-7.780679308,11.03962567,6.714641465,-4.090286339
-5.43892279,-6.098622221,-4.076282627,2.519157169,-1.460859902,-4.6171073,1.591208906
-7.116735817,-3.955781062,-3.055415482,-1.931042242,5.857548159,-4.799078313,0.728549999
-4.802531365,-5.239158575,-3.38629427,0.765225614,5.087537885,-5.612943706,1.319346138
-7.039249258,-4.144851599,-3.103918201,-0.881126977,6.194360853,-6.132686486,0.704456399
-7.19438332,-4.348637147,-4.715546245,-0.38726067,-0.811429814,-4.095628765,2.563910301
7.130367691,0.043915318,4.187636705,-9.517022854,10.03715386,5.940364714,-6.188270387
-3.06228744,9.710149967,5.813321113,1.700624963,-7.220225898,-6.37996656,-10.19526333
7.07560689,2.592176611,3.485397189,-8.594569851,9.145110202,6.22900582,-5.731504768
-6.791929091,-7.614995239,-4.346334861,0.026650982,-0.914652844,-4.280418699,1.483793683
-6.856155509,-4.647937773,-5.051491364,1.082171057,-0.968192268,-4.199588622,2.756494518
-2.550534828,9.033885745,3.837448796,2.552098333,-6.419584867,-5.339668353,-7.582977976
-2.404996519,8.951693,3.885914247,1.692494607,-8.572584005,-6.97844922,-9.826918864
-5.595492953,-3.580457449,-2.568994884,-0.781292498,5.233353148,-6.510296503,1.186805932
6.828558365,1.006304804,2.416691168,-10.64363427,9.07428819,6.860731995,-4.742838473
-3.793781889,9.992101678,2.534231894,3.126760027,-5.493277794,-7.18229018,-11.44146484
-2.174759108,10.49235803,3.646289321,2.109094251,-6.795160405,-7.949364087,-7.882032755
6.038795149,1.691275901,4.616155952,-9.654476049,9.657084559,5.583050105,-5.158363413
-3.93521574,9.408159346,5.469202609,1.341518159,-6.588424436,-7.243682888,-9.022360156
-5.554446367,-6.66074063,-2.88035601,-0.589341991,-1.3664302,-3.339447272,3.232075474
8.45829153,2.452443209,4.669986874,-9.165681497,7.384372287,6.767183035,-6.869281963
-3.582525655,8.585438203,5.055715673,2.57338265,-5.921695136,-5.072501086,-8.332170101
-6.251168587,-4.820768643,-3.557400057,0.395600305,-1.212552099,-5.397153566,2.542918165
-5.837860733,-5.013130118,-1.350001082,0.881574816,-1.411979279,-5.095227809,0.358200981
-5.010065593,-8.562040056,-4.178983371,-0.682999263,-2.245479843,-2.798894536,2.438124884
7.050516167,2.607321567,4.442643574,-7.755748874,7.867917907,6.526416826,-6.661720298
-7.16210497,-3.069788651,-1.628051892,-1.84654053,6.919646476,-5.503110113,-0.756213096
-6.626383129,-6.100503452,-3.450193495,0.723075895,-2.645514654,-3.86290203,1.86288431
8.890377623,2.621389994,4.337125268,-10.55679376,8.016427855,7.418902925,-4.247070546
6.265371923,2.413170143,3.321654149,-10.09941533,5.762996816,8.740951388,-5.202660854
-5.123962911,-6.477607203,-4.920885691,1.234851119,-3.540880819,-4.604691419,3.145368936
-1.280341073,9.47536416,4.890507068,2.781740691,-7.143983024,-7.654313412,-9.440952061
-2.641366979,9.086565094,3.139656975,1.194332641,-5.528554299,-5.993918405,-8.900967334
6.361381687,2.022524183,4.066326678,-11.00038572,9.563688607,7.614992477,-6.881559357
-6.315921239,-7.318683421,-4.10065867,1.591722422,-1.36027829,-4.146233438,2.444586172
-7.800012066,-2.562070765,-1.979305627,-0.197714103,5.098557474,-3.600844682,-0.154322246
8.190917408,0.385498371,6.684824887,-10.17852473,9.277699629,4.792919529,-5.266930482
7.540212013,2.317965786,4.56475116,-11.41396811,9.096670747,5.164413748,-4.474936839
-2.033939018,10.18494776,2.984654124,2.557693736,-7.14776633,-6.713471698,-7.778377587
-1.863307203,7.915241377,5.892162498,2.134469227,-6.235503423,-6.798120779,-10.59070485
-2.867277069,10.24155995,3.429718333,2.411748975,-8.249653819,-5.814733321,-9.096373272
-6.347294056,-5.830660716,-3.378667414,0.551312551,-1.435880924,-3.130890766,2.383053809
-5.057855094,-8.109173602,-3.439144341,-0.811692709,0.397172531,-3.735169166,1.413708356
-5.035946005,-6.488854608,-3.77337858,0.174610909,0.034607855,-5.23614882,3.711518221
-7.697850806,-4.126783157,-2.355488194,0.363307215,6.490089871,-6.68753403,-0.860333469
-1.816092016,9.190727683,4.272850997,1.145579463,-6.793483308,-7.952248605,-11.75967824
-8.020464073,-4.141411416,-1.670186734,0.49225044,5.674372876,-5.622286921,-0.619161478
6.870832767,0.854434928,3.833076297,-8.480589018,9.964799192,7.293163316,-5.606742175
-2.256628777,10.39881818,5.084077164,3.074492642,-6.41308188,-5.533883837,-8.316077121
-6.727320922,-4.757506419,-0.615618485,-0.296519571,5.548823889,-5.949058807,0.463970348
7.833621647,1.449714187,4.327790422,-8.352105136,11.46814478,7.503222136,-3.8904581
-6.010625336,-2.787753662,-2.364330753,0.29252946,4.694687945,-6.674568265,1.050502582
-2.29710427,8.020927429,3.624000009,0.58462713,-8.479898296,-8.097392285,-8.67886525
-7.071256989,-5.512740514,-2.710876276,-2.250226386,5.62961183,-6.480456896,0.514956499
-8.153654904,-3.676051305,-2.699059335,-2.26303592,5.269445406,-3.824256547,0.487469131
6.865705946,2.814437634,4.413664559,-10.49452824,10.70475111,4.950402248,-4.968933033
-4.340342501,7.785842297,2.564290827,1.887099991,-7.029947651,-7.206805806,-9.880905451
7.102960381,0.665755183,4.36577144,-10.77544045,8.91018424,6.83144062,-5.965676511
-6.313509197,-4.370952877,-2.997501489,-1.198881266,5.605024822,-6.425002892,-0.566564929
-6.605589843,-3.064606225,-3.591457495,0.217335832,6.342539703,-7.506120453,0.824479502
-8.365767896,-3.581860497,-3.450210891,-0.400174115,4.470199491,-5.097305436,-0.991793758
6.982323183,4.326390018,4.535668291,-9.220490546,9.757682983,7.064232439,-8.136329968
-6.997077165,-3.556379584,-4.546997133,-0.922233785,5.367936684,-6.661217431,0.78346582
-2.21173557,9.153783924,4.355041898,1.866975594,-3.781327757,-7.138284731,-8.328203395
-6.364725694,-7.237165963,-2.909659821,1.329156201,-1.53491314,-4.653783913,1.657700401
-7.328158245,-6.496992465,-1.489742549,0.41600641,-0.244668878,-3.211679319,0.75894418
-6.455674736,-7.105560715,-5.064003409,0.99646526,-0.30619891,-1.730435895,1.803344988
8.324343413,1.240628163,3.313824343,-8.769715496,10.32013342,7.500262753,-7.069015195
-1.288914727,7.937607001,3.877359597,3.009472576,-7.475162126,-5.979576516,-7.138891774
-7.08583428,-5.89085569,-3.428170433,1.169073023,-0.495696357,-5.537581768,1.727128649
-8.805155004,-4.752597022,-3.007309163,-2.809661808,6.593469324,-4.552639868,2.346623724
-5.185244178,-5.31153098,-1.810196633,-0.329493811,5.361492028,-4.642689477,0.687033917
-8.142254002,-5.12259922,-2.250278512,-1.785979201,5.641288171,-4.949339818,0.588658946
-3.295187084,7.683053175,2.803673463,2.481161011,-7.982993797,-9.033000186,-8.449749152
-7.874103067,-4.866457068,-3.195546607,-0.298537268,3.401305548,-5.849144912,-0.598345819
-8.251362893,-5.629406784,-1.960492597,-0.749307415,-1.452480888,-3.294935895,2.268475368
-6.294804487,-4.208667348,-1.938281478,-0.749828997,5.670108308,-5.656794675,1.498286331
9.052823782,0.531220311,4.160972838,-9.554166221,8.885222799,6.205331216,-5.680968652
-2.494688624,7.778150332,5.894217197,2.704170311,-6.341192234,-6.164375352,-6.443965856
-6.714453398,-6.096044737,-2.763639995,-0.647353265,-0.872579489,-4.003258526,2.390821724
-6.217159732,-5.334559146,-4.547599333,0.681743459,-1.133678359,-5.222275154,3.514040954
-8.760119413,-4.044299641,-2.573221552,-1.454612002,5.394170056,-8.387816752,-0.812584162
-7.663878905,-4.246543889,-1.607347504,-0.653656165,6.462041769,-5.561196195,-0.031645425
-7.732171724,-5.306416217,-3.415428868,1.332874858,-0.39307692,-4.673162338,0.928214052
-5.310213522,-5.425628683,-4.226982194,0.167521107,-1.015155959,-4.305488037,3.126375802
-3.189371099,7.729899092,6.115757987,2.464615195,-7.108708222,-8.017142476,-9.660142585
-7.143045131,-5.930442944,-2.396135568,0.506296642,-0.936514531,-4.49700488,0.693427373
-2.685083435,9.137490935,5.191364212,2.01677213,-5.184576151,-7.502758955,-8.643720301
7.220755454,1.876455802,3.196055346,-9.564363732,10.78515693,7.684769025,-4.898780035
-7.066029904,-5.406884346,-2.569402935,-1.945673532,5.409390087,-7.593121918,1.084502169
-4.770788508,-2.465456621,-3.869701061,-1.287037917,5.680733593,-6.092084191,0.354222098
6.47332517,0.384054576,3.901854834,-8.37688261,8.892749834,6.138168878,-4.881493362
-7.15893724,-6.190271675,-4.275353049,2.524218493,-0.256229672,-4.364297333,3.114967692
-8.098019139,-3.192204271,-4.732117414,-0.956379947,3.53239485,-5.907680848,1.138759019
7.73560638,0.909236134,4.594515503,-9.77474653,8.918843101,7.037500062,-6.02183941
7.403842488,4.546809511,4.532303449,-11.62421268,8.855398072,4.716480729,-6.083016043
-3.535566831,10.2442867,3.67517341,3.601638239,-7.164011841,-5.289527521,-8.159396467
9.312407554,1.43296367,4.39567197,-9.343033182,8.276228923,6.362980561,-5.591704287
-8.147263311,-4.093417074,-4.610736449,-1.437694888,6.040920298,-7.778279136,-2.286448085
-6.33213224,-6.268371848,-3.672559204,-0.098600561,-2.556569344,-3.550810551,1.963451338
-5.907816076,-5.028110208,-2.405075732,-0.782621152,5.561225785,-7.009301913,0.730586753
-4.106796793,8.687268811,4.426422057,2.469368871,-7.414943904,-6.368610018,-6.903173717
-6.276615516,-5.206077624,-3.99906604,0.464915906,-1.394685032,-2.877643382,1.129004568
7.133541492,2.057054713,4.265584944,-8.671981161,9.806881806,3.712651872,-7.06605806
7.138646159,0.516552434,5.001396096,-7.90260836,8.751954719,6.170298549,-5.237557156
-6.841692979,-4.054628547,-4.284945485,-2.430573328,5.752367695,-6.431437895,2.176269107
-6.792964645,-4.056053921,-3.085335373,-0.897903669,-1.147065789,-3.311442918,-0.188425004
-8.286604837,-4.542212406,-3.405399316,-1.944042055,6.367412354,-5.142008491,0.683625962
-6.296092571,-6.238364344,-4.929576764,-0.034882671,-2.291026237,-5.400391203,1.643358467
6.540981629,1.708348048,4.115289612,-10.37117662,8.437750089,6.935126153,-6.597955195
-2.559998412,9.174936069,5.302141818,0.934058516,-5.192079136,-6.634995309,-8.11153371
6.487921675,3.196201166,3.143413884,-9.270150787,9.811844942,5.700230915,-5.680113532
-3.117691527,8.006418215,4.893616133,0.180093286,-7.167533268,-6.635070929,-9.108279653
-3.109019646,7.455499133,5.459252104,2.397059166,-7.845409824,-7.418683267,-9.305086569
8.010296986,1.380478831,3.592100132,-8.996642064,8.540463867,6.264060792,-5.197475608
6.253267475,2.817226253,6.105469206,-9.221144709,10.50128032,6.493097507,-5.839763947
-6.515986844,-5.336431828,-3.044475396,-0.802224727,5.441312103,-6.275819583,-1.438054556
-5.371854278,-5.730856868,-2.528374484,-0.187614212,-1.06451579,-3.748849284,2.932325395
